countryOrRegion,holidayName,normalizeHolidayName,isPaidTimeOff,countryRegionCode,date
Croatia,Uskrsni ponedjeljak,Uskrsni ponedjeljak,,HR,1976-04-19 00:00:00
Croatia,Međunarodni praznik rada,Međunarodni praznik rada,,HR,1976-05-01 00:00:00
Croatia,Dan antifašističke borbe,Dan antifašističke borbe,true,HR,1976-06-22 00:00:00
Croatia,Dan pobjede i domovinske zahvalnosti,Dan pobjede i domovinske zahvalnosti,true,HR,1976-08-05 00:00:00
Croatia,Dan neovisnosti,Dan neovisnosti,,HR,1976-10-08 00:00:00
Croatia,Svi sveti,Svi sveti,,HR,1976-11-01 00:00:00
Croatia,Božić,Božić,,HR,1976-12-25 00:00:00
Croatia,Uskrs,Uskrs,,HR,1977-04-10 00:00:00
Croatia,Uskrsni ponedjeljak,Uskrsni ponedjeljak,,HR,1977-04-11 00:00:00
Croatia,Tijelovo,Tijelovo,,HR,1977-06-09 00:00:00
Croatia,Dan antifašističke borbe,Dan antifašističke borbe,,HR,1977-06-22 00:00:00
Croatia,Dan državnosti,Dan državnosti,,HR,1977-06-25 00:00:00
Croatia,Dan pobjede i domovinske zahvalnosti,Dan pobjede i domovinske zahvalnosti,,HR,1977-08-05 00:00:00
Croatia,Dan neovisnosti,Dan neovisnosti,,HR,1977-10-08 00:00:00
Croatia,Svi sveti,Svi sveti,,HR,1977-11-01 00:00:00
Croatia,Božić,Božić,,HR,1977-12-25 00:00:00
Croatia,Sveta tri kralja,Sveta tri kralja,,HR,1970-01-06 00:00:00
Croatia,Sveta tri kralja,Sveta tri kralja,,HR,1971-01-06 00:00:00
Croatia,Sveta tri kralja,Sveta tri kralja,,HR,1972-01-06 00:00:00
Croatia,Sveta tri kralja,Sveta tri kralja,,HR,1973-01-06 00:00:00
Croatia,Sveta tri kralja,Sveta tri kralja,,HR,1974-01-06 00:00:00
Croatia,Sveta tri kralja,Sveta tri kralja,,HR,1976-01-06 00:00:00
Croatia,Sveta tri kralja,Sveta tri kralja,,HR,1977-01-06 00:00:00
Croatia,Sveta tri kralja,Sveta tri kralja,,HR,1978-01-06 00:00:00
Croatia,Nova Godina,Nova Godina,true,HR,1970-01-01 00:00:00
Croatia,Nova Godina,Nova Godina,,HR,1971-01-01 00:00:00
Croatia,Nova Godina,Nova Godina,,HR,1972-01-01 00:00:00
Croatia,Nova Godina,Nova Godina,,HR,1973-01-01 00:00:00
Croatia,Nova Godina,Nova Godina,,HR,1974-01-01 00:00:00
Croatia,Nova Godina,Nova Godina,,HR,1975-01-01 00:00:00
Croatia,Nova Godina,Nova Godina,,HR,1977-01-01 00:00:00
Croatia,Nova Godina,Nova Godina,,HR,1978-01-01 00:00:00
Brazil,Quarta-feira de cinzas (Início da Quaresma),Quarta-feira de cinzas (Início da Quaresma),,BR,1970-02-11 00:00:00
Brazil,Quarta-feira de cinzas (Início da Quaresma),Quarta-feira de cinzas (Início da Quaresma),,BR,1971-02-24 00:00:00
Brazil,Quarta-feira de cinzas (Início da Quaresma),Quarta-feira de cinzas (Início da Quaresma),,BR,1972-02-16 00:00:00
Brazil,Quarta-feira de cinzas (Início da Quaresma),Quarta-feira de cinzas (Início da Quaresma),,BR,1973-03-07 00:00:00
Brazil,Quarta-feira de cinzas (Início da Quaresma),Quarta-feira de cinzas (Início da Quaresma),true,BR,1974-02-27 00:00:00
Brazil,Quarta-feira de cinzas (Início da Quaresma),Quarta-feira de cinzas (Início da Quaresma),,BR,1975-02-12 00:00:00
Brazil,Quarta-feira de cinzas (Início da Quaresma),Quarta-feira de cinzas (Início da Quaresma),,BR,1976-03-03 00:00:00
Brazil,Quarta-feira de cinzas (Início da Quaresma),Quarta-feira de cinzas (Início da Quaresma),,BR,1977-02-23 00:00:00
Brazil,Ano novo,Ano novo,,BR,1970-01-01 00:00:00
Brazil,Ano novo,Ano novo,,BR,1971-01-01 00:00:00
Brazil,Ano novo,Ano novo,,BR,1972-01-01 00:00:00
Brazil,Ano novo,Ano novo,,BR,1973-01-01 00:00:00
Brazil,Ano novo,Ano novo,,BR,1974-01-01 00:00:00
Brazil,Ano novo,Ano novo,,BR,1976-01-01 00:00:00
Brazil,Ano novo,Ano novo,,BR,1977-01-01 00:00:00
Brazil,Ano novo,Ano novo,,BR,1978-01-01 00:00:00
Brazil,Carnaval,Carnaval,,BR,1970-02-10 00:00:00
Brazil,Sexta-feira Santa,Sexta-feira Santa,,BR,1970-03-27 00:00:00
Brazil,Tiradentes,Tiradentes,,BR,1970-04-21 00:00:00
Brazil,Dia Mundial do Trabalho,Dia Mundial do Trabalho,,BR,1970-05-01 00:00:00
Brazil,Independência do Brasil,Independência do Brasil,,BR,1970-09-07 00:00:00
Brazil,Nossa Senhora Aparecida,Nossa Senhora Aparecida,,BR,1970-10-12 00:00:00
Brazil,Finados,Finados,,BR,1970-11-02 00:00:00
Brazil,Natal,Natal,,BR,1970-12-25 00:00:00
Brazil,Carnaval,Carnaval,,BR,1971-02-23 00:00:00
Brazil,Sexta-feira Santa,Sexta-feira Santa,,BR,1971-04-09 00:00:00
Brazil,Páscoa,Páscoa,,BR,1971-04-11 00:00:00
Brazil,Dia Mundial do Trabalho,Dia Mundial do Trabalho,,BR,1971-05-01 00:00:00
Brazil,Corpus Christi,Corpus Christi,,BR,1971-06-10 00:00:00
Brazil,Finados,Finados,,BR,1971-11-02 00:00:00
Brazil,Proclamação da República,Proclamação da República,,BR,1971-11-15 00:00:00
Brazil,Natal,Natal,,BR,1971-12-25 00:00:00
Brazil,Carnaval,Carnaval,,BR,1972-02-15 00:00:00
Brazil,Sexta-feira Santa,Sexta-feira Santa,true,BR,1972-03-31 00:00:00
Brazil,Páscoa,Páscoa,,BR,1972-04-02 00:00:00
Brazil,Nossa Senhora Aparecida,Nossa Senhora Aparecida,,BR,1972-10-12 00:00:00
Brazil,Proclamação da República,Proclamação da República,true,BR,1972-11-15 00:00:00
Brazil,Carnaval,Carnaval,,BR,1973-03-06 00:00:00
Brazil,Sexta-feira Santa,Sexta-feira Santa,,BR,1973-04-20 00:00:00
Brazil,Tiradentes,Tiradentes,,BR,1973-04-21 00:00:00
Brazil,Páscoa,Páscoa,,BR,1973-04-22 00:00:00
Brazil,Corpus Christi,Corpus Christi,true,BR,1973-06-21 00:00:00
Brazil,Independência do Brasil,Independência do Brasil,,BR,1973-09-07 00:00:00
Brazil,Nossa Senhora Aparecida,Nossa Senhora Aparecida,,BR,1973-10-12 00:00:00
Brazil,Finados,Finados,,BR,1973-11-02 00:00:00
Brazil,Proclamação da República,Proclamação da República,,BR,1973-11-15 00:00:00
Brazil,Natal,Natal,,BR,1973-12-25 00:00:00
Brazil,Carnaval,Carnaval,,BR,1974-02-26 00:00:00
Brazil,Sexta-feira Santa,Sexta-feira Santa,,BR,1974-04-12 00:00:00
Brazil,Tiradentes,Tiradentes,,BR,1974-04-21 00:00:00
Brazil,Dia Mundial do Trabalho,Dia Mundial do Trabalho,,BR,1974-05-01 00:00:00
Brazil,Independência do Brasil,Independência do Brasil,true,BR,1974-09-07 00:00:00
Brazil,Nossa Senhora Aparecida,Nossa Senhora Aparecida,,BR,1974-10-12 00:00:00
Brazil,Finados,Finados,,BR,1974-11-02 00:00:00
Brazil,Proclamação da República,Proclamação da República,,BR,1974-11-15 00:00:00
Brazil,Natal,Natal,,BR,1974-12-25 00:00:00
Brazil,Carnaval,Carnaval,,BR,1975-02-11 00:00:00
Brazil,Sexta-feira Santa,Sexta-feira Santa,,BR,1975-03-28 00:00:00
Brazil,Páscoa,Páscoa,true,BR,1975-03-30 00:00:00
Brazil,Tiradentes,Tiradentes,,BR,1975-04-21 00:00:00
Brazil,Dia Mundial do Trabalho,Dia Mundial do Trabalho,,BR,1975-05-01 00:00:00
Brazil,Independência do Brasil,Independência do Brasil,,BR,1975-09-07 00:00:00
Brazil,Finados,Finados,,BR,1975-11-02 00:00:00
Brazil,Proclamação da República,Proclamação da República,,BR,1975-11-15 00:00:00
Brazil,Natal,Natal,,BR,1975-12-25 00:00:00
Brazil,Páscoa,Páscoa,,BR,1976-04-18 00:00:00
Brazil,Tiradentes,Tiradentes,,BR,1976-04-21 00:00:00
Brazil,Dia Mundial do Trabalho,Dia Mundial do Trabalho,true,BR,1976-05-01 00:00:00
Brazil,Corpus Christi,Corpus Christi,,BR,1976-06-17 00:00:00
Brazil,Nossa Senhora Aparecida,Nossa Senhora Aparecida,,BR,1976-10-12 00:00:00
Brazil,Finados,Finados,,BR,1976-11-02 00:00:00
Brazil,Natal,Natal,,BR,1976-12-25 00:00:00
Brazil,Carnaval,Carnaval,,BR,1977-02-22 00:00:00
Brazil,Sexta-feira Santa,Sexta-feira Santa,,BR,1977-04-08 00:00:00
Brazil,Dia Mundial do Trabalho,Dia Mundial do Trabalho,,BR,1977-05-01 00:00:00
Brazil,Corpus Christi,Corpus Christi,,BR,1977-06-09 00:00:00
Brazil,Independência do Brasil,Independência do Brasil,,BR,1977-09-07 00:00:00
Brazil,Finados,Finados,,BR,1977-11-02 00:00:00
Brazil,Natal,Natal,,BR,1977-12-25 00:00:00
Portugal,Páscoa,Páscoa,,PT,1970-03-29 00:00:00
Portugal,Dia da Liberdade,Dia da Liberdade,,PT,1970-04-25 00:00:00
Portugal,Dia do Trabalhador,Dia do Trabalhador,,PT,1970-05-01 00:00:00
Portugal,Corpo de Deus,Corpo de Deus,,PT,1970-05-28 00:00:00
Portugal,Dia de Portugal,Dia de Portugal,true,PT,1970-06-10 00:00:00
Portugal,Assunção de Nossa Senhora,Assunção de Nossa Senhora,,PT,1970-08-15 00:00:00
Portugal,Implantação da República,Implantação da República,,PT,1970-10-05 00:00:00
Portugal,Dia de Todos os Santos,Dia de Todos os Santos,,PT,1970-11-01 00:00:00
Portugal,Restauração da Independência,Restauração da Independência,,PT,1970-12-01 00:00:00
Portugal,Imaculada Conceição,Imaculada Conceição,,PT,1970-12-08 00:00:00
Portugal,Ano Novo,Ano Novo,,PT,1971-01-01 00:00:00
Portugal,Sexta-feira Santa,Sexta-feira Santa,,PT,1971-04-09 00:00:00
Portugal,Páscoa,Páscoa,,PT,1971-04-11 00:00:00
Portugal,Dia da Liberdade,Dia da Liberdade,,PT,1971-04-25 00:00:00
Portugal,Dia do Trabalhador,Dia do Trabalhador,,PT,1971-05-01 00:00:00
Portugal,"Dia de Portugal, Corpo de Deus","Dia de Portugal, Corpo de Deus",,PT,1971-06-10 00:00:00
Portugal,Assunção de Nossa Senhora,Assunção de Nossa Senhora,,PT,1971-08-15 00:00:00
Portugal,Implantação da República,Implantação da República,,PT,1971-10-05 00:00:00
Portugal,Imaculada Conceição,Imaculada Conceição,,PT,1971-12-08 00:00:00
Portugal,Dia de Natal,Dia de Natal,,PT,1971-12-25 00:00:00
Portugal,Sexta-feira Santa,Sexta-feira Santa,,PT,1972-03-31 00:00:00
Portugal,Páscoa,Páscoa,,PT,1972-04-02 00:00:00
Portugal,Dia da Liberdade,Dia da Liberdade,,PT,1972-04-25 00:00:00
Portugal,Dia de Portugal,Dia de Portugal,,PT,1972-06-10 00:00:00
Portugal,Imaculada Conceição,Imaculada Conceição,,PT,1972-12-08 00:00:00
Portugal,Dia de Natal,Dia de Natal,,PT,1972-12-25 00:00:00
Portugal,Ano Novo,Ano Novo,,PT,1973-01-01 00:00:00
Portugal,Sexta-feira Santa,Sexta-feira Santa,,PT,1973-04-20 00:00:00
Portugal,Páscoa,Páscoa,,PT,1973-04-22 00:00:00
Portugal,Dia da Liberdade,Dia da Liberdade,,PT,1973-04-25 00:00:00
Portugal,Dia do Trabalhador,Dia do Trabalhador,,PT,1973-05-01 00:00:00
Portugal,Assunção de Nossa Senhora,Assunção de Nossa Senhora,,PT,1973-08-15 00:00:00
Portugal,Implantação da República,Implantação da República,,PT,1973-10-05 00:00:00
Portugal,Restauração da Independência,Restauração da Independência,,PT,1973-12-01 00:00:00
Portugal,Imaculada Conceição,Imaculada Conceição,,PT,1973-12-08 00:00:00
Portugal,Dia de Natal,Dia de Natal,,PT,1973-12-25 00:00:00
Portugal,Páscoa,Páscoa,,PT,1974-04-14 00:00:00
Portugal,Corpo de Deus,Corpo de Deus,,PT,1974-06-13 00:00:00
Portugal,Implantação da República,Implantação da República,,PT,1974-10-05 00:00:00
Portugal,Dia de Todos os Santos,Dia de Todos os Santos,,PT,1974-11-01 00:00:00
Portugal,Restauração da Independência,Restauração da Independência,,PT,1974-12-01 00:00:00
Portugal,Ano Novo,Ano Novo,,PT,1975-01-01 00:00:00
Portugal,Páscoa,Páscoa,true,PT,1975-03-30 00:00:00
Portugal,Dia do Trabalhador,Dia do Trabalhador,,PT,1975-05-01 00:00:00
Portugal,Dia de Portugal,Dia de Portugal,,PT,1975-06-10 00:00:00
Portugal,Assunção de Nossa Senhora,Assunção de Nossa Senhora,,PT,1975-08-15 00:00:00
Portugal,Restauração da Independência,Restauração da Independência,,PT,1975-12-01 00:00:00
Portugal,Sexta-feira Santa,Sexta-feira Santa,,PT,1976-04-16 00:00:00
Portugal,Dia da Liberdade,Dia da Liberdade,,PT,1976-04-25 00:00:00
Portugal,Dia de Portugal,Dia de Portugal,,PT,1976-06-10 00:00:00
Portugal,Corpo de Deus,Corpo de Deus,,PT,1976-06-17 00:00:00
Portugal,Assunção de Nossa Senhora,Assunção de Nossa Senhora,,PT,1976-08-15 00:00:00
Portugal,Implantação da República,Implantação da República,,PT,1976-10-05 00:00:00
Portugal,Restauração da Independência,Restauração da Independência,,PT,1976-12-01 00:00:00
Portugal,Imaculada Conceição,Imaculada Conceição,,PT,1976-12-08 00:00:00
Portugal,Dia de Natal,Dia de Natal,,PT,1976-12-25 00:00:00
Portugal,Ano Novo,Ano Novo,,PT,1977-01-01 00:00:00
Portugal,Dia da Liberdade,Dia da Liberdade,,PT,1977-04-25 00:00:00
Portugal,Dia do Trabalhador,Dia do Trabalhador,,PT,1977-05-01 00:00:00
Portugal,Corpo de Deus,Corpo de Deus,,PT,1977-06-09 00:00:00
Portugal,Dia de Portugal,Dia de Portugal,,PT,1977-06-10 00:00:00
Portugal,Implantação da República,Implantação da República,,PT,1977-10-05 00:00:00
Portugal,Dia de Todos os Santos,Dia de Todos os Santos,,PT,1977-11-01 00:00:00
Portugal,Imaculada Conceição,Imaculada Conceição,,PT,1977-12-08 00:00:00
Portugal,Dia de Natal,Dia de Natal,,PT,1977-12-25 00:00:00
Hungary,A Tanácsköztársaság kikiáltásának ünnepe,A Tanácsköztársaság kikiáltásának ünnepe,,HU,1970-03-21 00:00:00
Hungary,Húsvét,Húsvét,,HU,1970-03-29 00:00:00
Hungary,Húsvét Hétfő,Húsvét Hétfő,,HU,1970-03-30 00:00:00
Hungary,A felszabadulás ünnepe,A felszabadulás ünnepe,,HU,1970-04-04 00:00:00
Hungary,A Munka ünnepe,A Munka ünnepe,,HU,1970-05-01 00:00:00
Hungary,Pünkösd,Pünkösd,,HU,1970-05-17 00:00:00
Hungary,A kenyér ünnepe,A kenyér ünnepe,,HU,1970-08-20 00:00:00
Hungary,A nagy októberi szocialista forradalom ünnepe,A nagy októberi szocialista forradalom ünnepe,,HU,1970-11-07 00:00:00
Hungary,Karácsony,Karácsony,,HU,1970-12-25 00:00:00
Hungary,Újév,Újév,,HU,1971-01-01 00:00:00
Hungary,A Tanácsköztársaság kikiáltásának ünnepe,A Tanácsköztársaság kikiáltásának ünnepe,,HU,1971-03-21 00:00:00
Hungary,A felszabadulás ünnepe,A felszabadulás ünnepe,,HU,1971-04-04 00:00:00
Hungary,Húsvét Hétfő,Húsvét Hétfő,,HU,1971-04-12 00:00:00
Hungary,A Munka ünnepe,A Munka ünnepe,,HU,1971-05-01 00:00:00
Hungary,Pünkösd,Pünkösd,true,HU,1971-05-30 00:00:00
Hungary,A nagy októberi szocialista forradalom ünnepe,A nagy októberi szocialista forradalom ünnepe,,HU,1971-11-07 00:00:00
Hungary,Karácsony másnapja,Karácsony másnapja,,HU,1971-12-26 00:00:00
Hungary,A Tanácsköztársaság kikiáltásának ünnepe,A Tanácsköztársaság kikiáltásának ünnepe,,HU,1972-03-21 00:00:00
Hungary,Húsvét Hétfő,Húsvét Hétfő,,HU,1972-04-03 00:00:00
Hungary,A felszabadulás ünnepe,A felszabadulás ünnepe,,HU,1972-04-04 00:00:00
Hungary,Pünkösd,Pünkösd,,HU,1972-05-21 00:00:00
Hungary,A kenyér ünnepe,A kenyér ünnepe,,HU,1972-08-20 00:00:00
Hungary,A nagy októberi szocialista forradalom ünnepe,A nagy októberi szocialista forradalom ünnepe,,HU,1972-11-07 00:00:00
Hungary,Karácsony másnapja,Karácsony másnapja,,HU,1972-12-26 00:00:00
Hungary,Újév,Újév,,HU,1973-01-01 00:00:00
Hungary,A felszabadulás ünnepe,A felszabadulás ünnepe,,HU,1973-04-04 00:00:00
Hungary,Húsvét,Húsvét,,HU,1973-04-22 00:00:00
Hungary,Húsvét Hétfő,Húsvét Hétfő,,HU,1973-04-23 00:00:00
Hungary,A Munka ünnepe,A Munka ünnepe,,HU,1973-05-01 00:00:00
Hungary,A kenyér ünnepe,A kenyér ünnepe,,HU,1973-08-20 00:00:00
Hungary,Karácsony,Karácsony,,HU,1973-12-25 00:00:00
Hungary,Karácsony másnapja,Karácsony másnapja,,HU,1973-12-26 00:00:00
Hungary,A Tanácsköztársaság kikiáltásának ünnepe,A Tanácsköztársaság kikiáltásának ünnepe,,HU,1974-03-21 00:00:00
Hungary,A felszabadulás ünnepe,A felszabadulás ünnepe,,HU,1974-04-04 00:00:00
Hungary,Húsvét,Húsvét,,HU,1974-04-14 00:00:00
Hungary,Húsvét Hétfő,Húsvét Hétfő,,HU,1974-04-15 00:00:00
Hungary,A Munka ünnepe,A Munka ünnepe,,HU,1974-05-01 00:00:00
Hungary,A kenyér ünnepe,A kenyér ünnepe,,HU,1974-08-20 00:00:00
Hungary,A nagy októberi szocialista forradalom ünnepe,A nagy októberi szocialista forradalom ünnepe,true,HU,1974-11-07 00:00:00
Hungary,A Tanácsköztársaság kikiáltásának ünnepe,A Tanácsköztársaság kikiáltásának ünnepe,,HU,1975-03-21 00:00:00
Hungary,Húsvét Hétfő,Húsvét Hétfő,,HU,1975-03-31 00:00:00
Hungary,A Munka ünnepe,A Munka ünnepe,,HU,1975-05-01 00:00:00
Hungary,Pünkösd,Pünkösd,,HU,1975-05-18 00:00:00
Hungary,A kenyér ünnepe,A kenyér ünnepe,,HU,1975-08-20 00:00:00
Hungary,Karácsony,Karácsony,,HU,1975-12-25 00:00:00
Hungary,Karácsony másnapja,Karácsony másnapja,,HU,1975-12-26 00:00:00
Hungary,A Tanácsköztársaság kikiáltásának ünnepe,A Tanácsköztársaság kikiáltásának ünnepe,,HU,1976-03-21 00:00:00
Hungary,A felszabadulás ünnepe,A felszabadulás ünnepe,,HU,1976-04-04 00:00:00
Hungary,Húsvét,Húsvét,,HU,1976-04-18 00:00:00
Hungary,A Munka ünnepe,A Munka ünnepe,,HU,1976-05-01 00:00:00
Hungary,A nagy októberi szocialista forradalom ünnepe,A nagy októberi szocialista forradalom ünnepe,,HU,1976-11-07 00:00:00
Hungary,Karácsony,Karácsony,,HU,1976-12-25 00:00:00
Hungary,Karácsony másnapja,Karácsony másnapja,,HU,1976-12-26 00:00:00
Hungary,Újév,Újév,,HU,1977-01-01 00:00:00
Hungary,A Tanácsköztársaság kikiáltásának ünnepe,A Tanácsköztársaság kikiáltásának ünnepe,,HU,1977-03-21 00:00:00
Hungary,A felszabadulás ünnepe,A felszabadulás ünnepe,,HU,1977-04-04 00:00:00
Hungary,Húsvét,Húsvét,,HU,1977-04-10 00:00:00
Hungary,A Munka ünnepe,A Munka ünnepe,,HU,1977-05-01 00:00:00
Hungary,A kenyér ünnepe,A kenyér ünnepe,,HU,1977-08-20 00:00:00
Hungary,A nagy októberi szocialista forradalom ünnepe,A nagy októberi szocialista forradalom ünnepe,,HU,1977-11-07 00:00:00
Hungary,Karácsony másnapja,Karácsony másnapja,,HU,1977-12-26 00:00:00
Belgium,O.L.V. Hemelvaart,O.L.V. Hemelvaart,,BE,1970-08-15 00:00:00
Belgium,O.L.V. Hemelvaart,O.L.V. Hemelvaart,,BE,1971-08-15 00:00:00
Belgium,O.L.V. Hemelvaart,O.L.V. Hemelvaart,,BE,1972-08-15 00:00:00
Belgium,O.L.V. Hemelvaart,O.L.V. Hemelvaart,,BE,1973-08-15 00:00:00
Belgium,O.L.V. Hemelvaart,O.L.V. Hemelvaart,,BE,1974-08-15 00:00:00
Belgium,O.L.V. Hemelvaart,O.L.V. Hemelvaart,,BE,1975-08-15 00:00:00
Belgium,O.L.V. Hemelvaart,O.L.V. Hemelvaart,,BE,1976-08-15 00:00:00
Belgium,O.L.V. Hemelvaart,O.L.V. Hemelvaart,,BE,1977-08-15 00:00:00
Belgium,Nieuwjaarsdag,Nieuwjaarsdag,,BE,1970-01-01 00:00:00
Belgium,Dag van de Arbeid,Dag van de Arbeid,,BE,1970-05-01 00:00:00
Belgium,O.L.H. Hemelvaart,O.L.H. Hemelvaart,,BE,1970-05-07 00:00:00
Belgium,Pinksteren,Pinksteren,,BE,1970-05-17 00:00:00
Belgium,Nationale feestdag,Nationale feestdag,,BE,1970-07-21 00:00:00
Belgium,Allerheiligen,Allerheiligen,,BE,1970-11-01 00:00:00
Belgium,Wapenstilstand,Wapenstilstand,,BE,1970-11-11 00:00:00
Belgium,Kerstmis,Kerstmis,,BE,1970-12-25 00:00:00
Belgium,Pasen,Pasen,,BE,1971-04-11 00:00:00
Belgium,Paasmaandag,Paasmaandag,,BE,1971-04-12 00:00:00
Belgium,O.L.H. Hemelvaart,O.L.H. Hemelvaart,,BE,1971-05-20 00:00:00
Belgium,Nationale feestdag,Nationale feestdag,,BE,1971-07-21 00:00:00
Belgium,Allerheiligen,Allerheiligen,,BE,1971-11-01 00:00:00
Belgium,Wapenstilstand,Wapenstilstand,,BE,1971-11-11 00:00:00
Belgium,Nieuwjaarsdag,Nieuwjaarsdag,,BE,1972-01-01 00:00:00
Belgium,Paasmaandag,Paasmaandag,,BE,1972-04-03 00:00:00
Belgium,Dag van de Arbeid,Dag van de Arbeid,,BE,1972-05-01 00:00:00
Belgium,Pinksteren,Pinksteren,,BE,1972-05-21 00:00:00
Belgium,Pinkstermaandag,Pinkstermaandag,,BE,1972-05-22 00:00:00
Belgium,Nationale feestdag,Nationale feestdag,,BE,1972-07-21 00:00:00
Belgium,Allerheiligen,Allerheiligen,,BE,1972-11-01 00:00:00
Belgium,Wapenstilstand,Wapenstilstand,,BE,1972-11-11 00:00:00
Belgium,Pasen,Pasen,,BE,1973-04-22 00:00:00
Belgium,Dag van de Arbeid,Dag van de Arbeid,,BE,1973-05-01 00:00:00
Belgium,O.L.H. Hemelvaart,O.L.H. Hemelvaart,,BE,1973-05-31 00:00:00
Belgium,Pinksteren,Pinksteren,,BE,1973-06-10 00:00:00
Belgium,Pinkstermaandag,Pinkstermaandag,,BE,1973-06-11 00:00:00
Belgium,Allerheiligen,Allerheiligen,,BE,1973-11-01 00:00:00
Belgium,Wapenstilstand,Wapenstilstand,,BE,1973-11-11 00:00:00
Belgium,Kerstmis,Kerstmis,true,BE,1973-12-25 00:00:00
Belgium,Nieuwjaarsdag,Nieuwjaarsdag,true,BE,1974-01-01 00:00:00
Belgium,Paasmaandag,Paasmaandag,,BE,1974-04-15 00:00:00
Belgium,Dag van de Arbeid,Dag van de Arbeid,,BE,1974-05-01 00:00:00
Belgium,O.L.H. Hemelvaart,O.L.H. Hemelvaart,,BE,1974-05-23 00:00:00
Belgium,Pinksteren,Pinksteren,,BE,1974-06-02 00:00:00
Belgium,Pinkstermaandag,Pinkstermaandag,,BE,1974-06-03 00:00:00
Belgium,Nationale feestdag,Nationale feestdag,,BE,1974-07-21 00:00:00
Belgium,Pasen,Pasen,,BE,1975-03-30 00:00:00
Belgium,Dag van de Arbeid,Dag van de Arbeid,,BE,1975-05-01 00:00:00
Belgium,Pinkstermaandag,Pinkstermaandag,,BE,1975-05-19 00:00:00
Belgium,Nationale feestdag,Nationale feestdag,,BE,1975-07-21 00:00:00
Belgium,Allerheiligen,Allerheiligen,,BE,1975-11-01 00:00:00
Belgium,Wapenstilstand,Wapenstilstand,,BE,1975-11-11 00:00:00
Belgium,Kerstmis,Kerstmis,,BE,1975-12-25 00:00:00
Belgium,Nieuwjaarsdag,Nieuwjaarsdag,,BE,1976-01-01 00:00:00
Belgium,Pasen,Pasen,,BE,1976-04-18 00:00:00
Belgium,Paasmaandag,Paasmaandag,,BE,1976-04-19 00:00:00
Belgium,Dag van de Arbeid,Dag van de Arbeid,,BE,1976-05-01 00:00:00
Belgium,O.L.H. Hemelvaart,O.L.H. Hemelvaart,,BE,1976-05-27 00:00:00
Belgium,Pinksteren,Pinksteren,,BE,1976-06-06 00:00:00
Belgium,Nationale feestdag,Nationale feestdag,,BE,1976-07-21 00:00:00
Belgium,Allerheiligen,Allerheiligen,,BE,1976-11-01 00:00:00
Belgium,Wapenstilstand,Wapenstilstand,,BE,1976-11-11 00:00:00
Belgium,Kerstmis,Kerstmis,,BE,1976-12-25 00:00:00
Belgium,Nieuwjaarsdag,Nieuwjaarsdag,,BE,1977-01-01 00:00:00
Belgium,Paasmaandag,Paasmaandag,,BE,1977-04-11 00:00:00
Belgium,Dag van de Arbeid,Dag van de Arbeid,,BE,1977-05-01 00:00:00
Belgium,Pinkstermaandag,Pinkstermaandag,,BE,1977-05-30 00:00:00
Belgium,Nationale feestdag,Nationale feestdag,,BE,1977-07-21 00:00:00
Belgium,Wapenstilstand,Wapenstilstand,,BE,1977-11-11 00:00:00
Belgium,Nieuwjaarsdag,Nieuwjaarsdag,,BE,1978-01-01 00:00:00
Denmark,Nytårsdag,Nytårsdag,,DK,1970-01-01 00:00:00
Denmark,Skærtorsdag,Skærtorsdag,true,DK,1970-03-26 00:00:00
Denmark,Anden påskedag,Anden påskedag,,DK,1970-03-30 00:00:00
Denmark,Anden juledag,Anden juledag,,DK,1970-12-26 00:00:00
Denmark,Nytårsdag,Nytårsdag,,DK,1971-01-01 00:00:00
Denmark,Palmesøndag,Palmesøndag,true,DK,1971-04-04 00:00:00
Denmark,Skærtorsdag,Skærtorsdag,,DK,1971-04-08 00:00:00
Denmark,Langfredag,Langfredag,,DK,1971-04-09 00:00:00
Denmark,Anden påskedag,Anden påskedag,,DK,1971-04-12 00:00:00
Denmark,Store bededag,Store bededag,,DK,1971-05-07 00:00:00
Denmark,Kristi himmelfartsdag,Kristi himmelfartsdag,,DK,1971-05-20 00:00:00
Denmark,Anden pinsedag,Anden pinsedag,,DK,1971-05-31 00:00:00
Denmark,Skærtorsdag,Skærtorsdag,true,DK,1972-03-30 00:00:00
Denmark,Langfredag,Langfredag,,DK,1972-03-31 00:00:00
Denmark,Anden påskedag,Anden påskedag,,DK,1972-04-03 00:00:00
Denmark,Kristi himmelfartsdag,Kristi himmelfartsdag,,DK,1972-05-11 00:00:00
Denmark,Anden juledag,Anden juledag,,DK,1972-12-26 00:00:00
Denmark,Skærtorsdag,Skærtorsdag,,DK,1973-04-19 00:00:00
Denmark,Anden påskedag,Anden påskedag,,DK,1973-04-23 00:00:00
Denmark,Kristi himmelfartsdag,Kristi himmelfartsdag,,DK,1973-05-31 00:00:00
Denmark,Pinsedag,Pinsedag,,DK,1973-06-10 00:00:00
Denmark,Anden pinsedag,Anden pinsedag,,DK,1973-06-11 00:00:00
Denmark,Juledag,Juledag,,DK,1973-12-25 00:00:00
Denmark,Anden juledag,Anden juledag,,DK,1973-12-26 00:00:00
Denmark,Nytårsdag,Nytårsdag,,DK,1974-01-01 00:00:00
Denmark,Skærtorsdag,Skærtorsdag,,DK,1974-04-11 00:00:00
Denmark,Langfredag,Langfredag,true,DK,1974-04-12 00:00:00
