countryOrRegion,holidayName,normalizeHolidayName,isPaidTimeOff,countryRegionCode,date
Denmark,Anden påskedag,Anden påskedag,,DK,1974-04-15 00:00:00
Denmark,Kristi himmelfartsdag,Kristi himmelfartsdag,,DK,1974-05-23 00:00:00
Denmark,Pinsedag,Pinsedag,,DK,1974-06-02 00:00:00
Denmark,Anden pinsedag,Anden pinsedag,,DK,1974-06-03 00:00:00
Denmark,Palmesøndag,Palmesøndag,,DK,1975-03-23 00:00:00
Denmark,Skærtorsdag,Skærtorsdag,,DK,1975-03-27 00:00:00
Denmark,Anden påskedag,Anden påskedag,,DK,1975-03-31 00:00:00
Denmark,Store bededag,Store bededag,,DK,1975-04-25 00:00:00
Denmark,Kristi himmelfartsdag,Kristi himmelfartsdag,true,DK,1975-05-08 00:00:00
Denmark,Pinsedag,Pinsedag,,DK,1975-05-18 00:00:00
Denmark,Nytårsdag,Nytårsdag,,DK,1976-01-01 00:00:00
Denmark,Palmesøndag,Palmesøndag,,DK,1976-04-11 00:00:00
Denmark,Skærtorsdag,Skærtorsdag,,DK,1976-04-15 00:00:00
Denmark,Anden påskedag,Anden påskedag,,DK,1976-04-19 00:00:00
Denmark,Kristi himmelfartsdag,Kristi himmelfartsdag,,DK,1976-05-27 00:00:00
Denmark,Pinsedag,Pinsedag,,DK,1976-06-06 00:00:00
Denmark,Anden pinsedag,Anden pinsedag,,DK,1976-06-07 00:00:00
Denmark,Juledag,Juledag,,DK,1976-12-25 00:00:00
Denmark,Anden juledag,Anden juledag,,DK,1976-12-26 00:00:00
Denmark,Nytårsdag,Nytårsdag,,DK,1977-01-01 00:00:00
Denmark,Palmesøndag,Palmesøndag,,DK,1977-04-03 00:00:00
Denmark,Langfredag,Langfredag,,DK,1977-04-08 00:00:00
Denmark,Store bededag,Store bededag,,DK,1977-05-06 00:00:00
Denmark,Kristi himmelfartsdag,Kristi himmelfartsdag,,DK,1977-05-19 00:00:00
Denmark,Anden juledag,Anden juledag,,DK,1977-12-26 00:00:00
Denmark,Påskedag,Påskedag,true,DK,1970-03-29 00:00:00
Denmark,Påskedag,Påskedag,,DK,1971-04-11 00:00:00
Denmark,Påskedag,Påskedag,,DK,1972-04-02 00:00:00
Denmark,Påskedag,Påskedag,,DK,1973-04-22 00:00:00
Denmark,Påskedag,Påskedag,,DK,1974-04-14 00:00:00
Denmark,Påskedag,Påskedag,,DK,1975-03-30 00:00:00
Denmark,Påskedag,Påskedag,true,DK,1976-04-18 00:00:00
Denmark,Påskedag,Påskedag,,DK,1977-04-10 00:00:00
Spain,Epifanía del Señor,Epifanía del Señor,,ES,1970-01-06 00:00:00
Spain,Epifanía del Señor,Epifanía del Señor,,ES,1971-01-06 00:00:00
Spain,Epifanía del Señor,Epifanía del Señor,,ES,1972-01-06 00:00:00
Spain,Epifanía del Señor,Epifanía del Señor,,ES,1973-01-06 00:00:00
Spain,Epifanía del Señor,Epifanía del Señor,,ES,1974-01-06 00:00:00
Spain,Epifanía del Señor,Epifanía del Señor,,ES,1975-01-06 00:00:00
Spain,Epifanía del Señor,Epifanía del Señor,,ES,1976-01-06 00:00:00
Spain,Epifanía del Señor,Epifanía del Señor,,ES,1977-01-06 00:00:00
Spain,Epifanía del Señor,Epifanía del Señor,,ES,1978-01-06 00:00:00
Spain,Día de la constitución Española,Día de la constitución Española,true,ES,1970-12-06 00:00:00
Spain,Día de la constitución Española,Día de la constitución Española,,ES,1971-12-06 00:00:00
Spain,Día de la constitución Española,Día de la constitución Española,,ES,1972-12-06 00:00:00
Spain,Día de la constitución Española,Día de la constitución Española,,ES,1973-12-06 00:00:00
Spain,Día de la constitución Española,Día de la constitución Española,,ES,1974-12-06 00:00:00
Spain,Día de la constitución Española,Día de la constitución Española,,ES,1975-12-06 00:00:00
Spain,Día de la constitución Española,Día de la constitución Española,,ES,1976-12-06 00:00:00
Spain,Día de la constitución Española,Día de la constitución Española,,ES,1977-12-06 00:00:00
Spain,Año nuevo,Año nuevo,,ES,1970-01-01 00:00:00
Spain,Día del Trabajador,Día del Trabajador,,ES,1970-05-01 00:00:00
Spain,Asunción de la Virgen,Asunción de la Virgen,true,ES,1970-08-15 00:00:00
Spain,Navidad,Navidad,,ES,1970-12-25 00:00:00
Spain,Año nuevo,Año nuevo,,ES,1971-01-01 00:00:00
Spain,Día de la Hispanidad,Día de la Hispanidad,,ES,1971-10-12 00:00:00
Spain,Todos los Santos,Todos los Santos,,ES,1971-11-01 00:00:00
Spain,La Inmaculada Concepción,La Inmaculada Concepción,,ES,1971-12-08 00:00:00
Spain,Navidad,Navidad,,ES,1971-12-25 00:00:00
Spain,Día del Trabajador,Día del Trabajador,,ES,1972-05-01 00:00:00
Spain,Todos los Santos,Todos los Santos,,ES,1972-11-01 00:00:00
Spain,Navidad,Navidad,,ES,1972-12-25 00:00:00
Spain,Año nuevo,Año nuevo,,ES,1973-01-01 00:00:00
Spain,Día del Trabajador,Día del Trabajador,true,ES,1973-05-01 00:00:00
Spain,Día de la Hispanidad,Día de la Hispanidad,,ES,1973-10-12 00:00:00
Spain,Todos los Santos,Todos los Santos,,ES,1973-11-01 00:00:00
Spain,La Inmaculada Concepción,La Inmaculada Concepción,,ES,1973-12-08 00:00:00
Spain,Navidad,Navidad,,ES,1973-12-25 00:00:00
Spain,Año nuevo,Año nuevo,,ES,1974-01-01 00:00:00
Spain,Día del Trabajador,Día del Trabajador,,ES,1974-05-01 00:00:00
Spain,Día de la Hispanidad,Día de la Hispanidad,,ES,1974-10-12 00:00:00
Spain,Todos los Santos,Todos los Santos,,ES,1974-11-01 00:00:00
Spain,La Inmaculada Concepción,La Inmaculada Concepción,,ES,1974-12-08 00:00:00
Spain,Año nuevo,Año nuevo,,ES,1975-01-01 00:00:00
Spain,Día del Trabajador,Día del Trabajador,,ES,1975-05-01 00:00:00
Spain,Asunción de la Virgen,Asunción de la Virgen,,ES,1975-08-15 00:00:00
Spain,Todos los Santos,Todos los Santos,,ES,1975-11-01 00:00:00
Spain,Asunción de la Virgen,Asunción de la Virgen,,ES,1976-08-15 00:00:00
Spain,Todos los Santos,Todos los Santos,,ES,1976-11-01 00:00:00
Spain,La Inmaculada Concepción,La Inmaculada Concepción,,ES,1976-12-08 00:00:00
Spain,Navidad,Navidad,,ES,1976-12-25 00:00:00
Spain,Año nuevo,Año nuevo,,ES,1977-01-01 00:00:00
Spain,Día del Trabajador,Día del Trabajador,,ES,1977-05-01 00:00:00
Spain,Asunción de la Virgen,Asunción de la Virgen,,ES,1977-08-15 00:00:00
Spain,Día de la Hispanidad,Día de la Hispanidad,,ES,1977-10-12 00:00:00
Spain,Todos los Santos,Todos los Santos,,ES,1977-11-01 00:00:00
Spain,La Inmaculada Concepción,La Inmaculada Concepción,,ES,1977-12-08 00:00:00
Spain,Navidad,Navidad,,ES,1977-12-25 00:00:00
Austria,Ostermontag,Ostermontag,,AT,1970-03-30 00:00:00
Austria,Pfingstmontag,Pfingstmontag,,AT,1970-05-18 00:00:00
Austria,Mariä Himmelfahrt,Mariä Himmelfahrt,,AT,1970-08-15 00:00:00
Austria,Nationalfeiertag,Nationalfeiertag,,AT,1970-10-26 00:00:00
Austria,Allerheiligen,Allerheiligen,,AT,1970-11-01 00:00:00
Austria,Mariä Empfängnis,Mariä Empfängnis,,AT,1970-12-08 00:00:00
Austria,Christtag,Christtag,,AT,1970-12-25 00:00:00
Austria,Heilige Drei Könige,Heilige Drei Könige,,AT,1971-01-06 00:00:00
Austria,Ostermontag,Ostermontag,true,AT,1971-04-12 00:00:00
Austria,Pfingstmontag,Pfingstmontag,,AT,1971-05-31 00:00:00
Austria,Mariä Himmelfahrt,Mariä Himmelfahrt,,AT,1971-08-15 00:00:00
Austria,Nationalfeiertag,Nationalfeiertag,,AT,1971-10-26 00:00:00
Austria,Allerheiligen,Allerheiligen,true,AT,1971-11-01 00:00:00
Austria,Mariä Empfängnis,Mariä Empfängnis,,AT,1971-12-08 00:00:00
Austria,Stefanitag,Stefanitag,,AT,1971-12-26 00:00:00
Austria,Neujahr,Neujahr,,AT,1972-01-01 00:00:00
Austria,Heilige Drei Könige,Heilige Drei Könige,,AT,1972-01-06 00:00:00
Austria,Ostermontag,Ostermontag,,AT,1972-04-03 00:00:00
Austria,Staatsfeiertag,Staatsfeiertag,,AT,1972-05-01 00:00:00
Austria,Christi Himmelfahrt,Christi Himmelfahrt,,AT,1972-05-11 00:00:00
Austria,Pfingstmontag,Pfingstmontag,,AT,1972-05-22 00:00:00
Austria,Fronleichnam,Fronleichnam,,AT,1972-06-01 00:00:00
Austria,Mariä Himmelfahrt,Mariä Himmelfahrt,,AT,1972-08-15 00:00:00
Austria,Nationalfeiertag,Nationalfeiertag,,AT,1972-10-26 00:00:00
Austria,Mariä Empfängnis,Mariä Empfängnis,,AT,1972-12-08 00:00:00
Austria,Christtag,Christtag,,AT,1972-12-25 00:00:00
Austria,Neujahr,Neujahr,,AT,1973-01-01 00:00:00
Austria,Staatsfeiertag,Staatsfeiertag,,AT,1973-05-01 00:00:00
Austria,Christi Himmelfahrt,Christi Himmelfahrt,,AT,1973-05-31 00:00:00
Austria,Pfingstmontag,Pfingstmontag,,AT,1973-06-11 00:00:00
Austria,Fronleichnam,Fronleichnam,,AT,1973-06-21 00:00:00
Austria,Mariä Himmelfahrt,Mariä Himmelfahrt,,AT,1973-08-15 00:00:00
Austria,Allerheiligen,Allerheiligen,,AT,1973-11-01 00:00:00
Austria,Mariä Empfängnis,Mariä Empfängnis,,AT,1973-12-08 00:00:00
Austria,Christtag,Christtag,true,AT,1973-12-25 00:00:00
Austria,Stefanitag,Stefanitag,,AT,1973-12-26 00:00:00
Austria,Neujahr,Neujahr,,AT,1974-01-01 00:00:00
Austria,Heilige Drei Könige,Heilige Drei Könige,,AT,1974-01-06 00:00:00
Austria,Staatsfeiertag,Staatsfeiertag,,AT,1974-05-01 00:00:00
Austria,Christi Himmelfahrt,Christi Himmelfahrt,,AT,1974-05-23 00:00:00
Austria,Fronleichnam,Fronleichnam,,AT,1974-06-13 00:00:00
Austria,Mariä Himmelfahrt,Mariä Himmelfahrt,,AT,1974-08-15 00:00:00
Austria,Nationalfeiertag,Nationalfeiertag,,AT,1974-10-26 00:00:00
Austria,Mariä Empfängnis,Mariä Empfängnis,,AT,1974-12-08 00:00:00
Austria,Stefanitag,Stefanitag,,AT,1974-12-26 00:00:00
Austria,Neujahr,Neujahr,,AT,1975-01-01 00:00:00
Austria,Heilige Drei Könige,Heilige Drei Könige,,AT,1975-01-06 00:00:00
Austria,Staatsfeiertag,Staatsfeiertag,,AT,1975-05-01 00:00:00
Austria,Pfingstmontag,Pfingstmontag,,AT,1975-05-19 00:00:00
Austria,Fronleichnam,Fronleichnam,true,AT,1975-05-29 00:00:00
Austria,Mariä Himmelfahrt,Mariä Himmelfahrt,,AT,1975-08-15 00:00:00
Austria,Nationalfeiertag,Nationalfeiertag,,AT,1975-10-26 00:00:00
Austria,Mariä Empfängnis,Mariä Empfängnis,,AT,1975-12-08 00:00:00
Austria,Christtag,Christtag,,AT,1975-12-25 00:00:00
Austria,Stefanitag,Stefanitag,,AT,1975-12-26 00:00:00
Austria,Neujahr,Neujahr,,AT,1976-01-01 00:00:00
Austria,Heilige Drei Könige,Heilige Drei Könige,,AT,1976-01-06 00:00:00
Austria,Christi Himmelfahrt,Christi Himmelfahrt,,AT,1976-05-27 00:00:00
Austria,Fronleichnam,Fronleichnam,,AT,1976-06-17 00:00:00
Austria,Allerheiligen,Allerheiligen,,AT,1976-11-01 00:00:00
Austria,Heilige Drei Könige,Heilige Drei Könige,,AT,1977-01-06 00:00:00
Austria,Ostermontag,Ostermontag,,AT,1977-04-11 00:00:00
Austria,Christi Himmelfahrt,Christi Himmelfahrt,,AT,1977-05-19 00:00:00
Austria,Pfingstmontag,Pfingstmontag,,AT,1977-05-30 00:00:00
Austria,Fronleichnam,Fronleichnam,,AT,1977-06-09 00:00:00
Austria,Mariä Himmelfahrt,Mariä Himmelfahrt,true,AT,1977-08-15 00:00:00
Austria,Mariä Empfängnis,Mariä Empfängnis,true,AT,1977-12-08 00:00:00
Austria,Stefanitag,Stefanitag,,AT,1977-12-26 00:00:00
Austria,Heilige Drei Könige,Heilige Drei Könige,,AT,1978-01-06 00:00:00
Switzerland,Karfreitag,Karfreitag,,CH,1970-03-27 00:00:00
Switzerland,Ostermontag,Ostermontag,,CH,1970-03-30 00:00:00
Switzerland,Pfingstmontag,Pfingstmontag,,CH,1970-05-18 00:00:00
Switzerland,Weihnachten,Weihnachten,,CH,1970-12-25 00:00:00
Switzerland,Karfreitag,Karfreitag,,CH,1971-04-09 00:00:00
Switzerland,Ostern,Ostern,,CH,1971-04-11 00:00:00
Switzerland,Ostermontag,Ostermontag,,CH,1971-04-12 00:00:00
Switzerland,Pfingstmontag,Pfingstmontag,,CH,1971-05-31 00:00:00
Switzerland,Nationalfeiertag,Nationalfeiertag,,CH,1971-08-01 00:00:00
Switzerland,Karfreitag,Karfreitag,,CH,1972-03-31 00:00:00
Switzerland,Ostern,Ostern,,CH,1972-04-02 00:00:00
Switzerland,Ostermontag,Ostermontag,,CH,1972-04-03 00:00:00
Switzerland,Pfingstmontag,Pfingstmontag,,CH,1972-05-22 00:00:00
Switzerland,Weihnachten,Weihnachten,,CH,1972-12-25 00:00:00
Switzerland,Karfreitag,Karfreitag,,CH,1973-04-20 00:00:00
Switzerland,Ostern,Ostern,,CH,1973-04-22 00:00:00
Switzerland,Ostermontag,Ostermontag,,CH,1973-04-23 00:00:00
Switzerland,Karfreitag,Karfreitag,,CH,1974-04-12 00:00:00
Switzerland,Ostern,Ostern,true,CH,1974-04-14 00:00:00
Switzerland,Ostermontag,Ostermontag,,CH,1974-04-15 00:00:00
Switzerland,Pfingstmontag,Pfingstmontag,,CH,1974-06-03 00:00:00
Switzerland,Nationalfeiertag,Nationalfeiertag,,CH,1974-08-01 00:00:00
Switzerland,Weihnachten,Weihnachten,,CH,1974-12-25 00:00:00
Switzerland,Karfreitag,Karfreitag,,CH,1975-03-28 00:00:00
Switzerland,Ostern,Ostern,,CH,1975-03-30 00:00:00
Switzerland,Ostermontag,Ostermontag,,CH,1975-03-31 00:00:00
Switzerland,Weihnachten,Weihnachten,,CH,1975-12-25 00:00:00
Switzerland,Ostern,Ostern,,CH,1976-04-18 00:00:00
Switzerland,Pfingstmontag,Pfingstmontag,true,CH,1976-06-07 00:00:00
Switzerland,Nationalfeiertag,Nationalfeiertag,,CH,1976-08-01 00:00:00
Switzerland,Weihnachten,Weihnachten,,CH,1976-12-25 00:00:00
Switzerland,Karfreitag,Karfreitag,,CH,1977-04-08 00:00:00
Switzerland,Ostern,Ostern,,CH,1977-04-10 00:00:00
Switzerland,Ostermontag,Ostermontag,,CH,1977-04-11 00:00:00
Switzerland,Pfingstmontag,Pfingstmontag,,CH,1977-05-30 00:00:00
Switzerland,Weihnachten,Weihnachten,,CH,1977-12-25 00:00:00
Switzerland,Neujahrestag,Neujahrestag,,CH,1970-01-01 00:00:00
Switzerland,Neujahrestag,Neujahrestag,true,CH,1972-01-01 00:00:00
Switzerland,Neujahrestag,Neujahrestag,,CH,1973-01-01 00:00:00
Switzerland,Neujahrestag,Neujahrestag,,CH,1974-01-01 00:00:00
Switzerland,Neujahrestag,Neujahrestag,,CH,1975-01-01 00:00:00
Switzerland,Neujahrestag,Neujahrestag,,CH,1976-01-01 00:00:00
Switzerland,Neujahrestag,Neujahrestag,true,CH,1977-01-01 00:00:00
Switzerland,Neujahrestag,Neujahrestag,,CH,1978-01-01 00:00:00
Switzerland,Pfingsten,Pfingsten,,CH,1970-05-17 00:00:00
Switzerland,Pfingsten,Pfingsten,,CH,1971-05-30 00:00:00
Switzerland,Pfingsten,Pfingsten,,CH,1972-05-21 00:00:00
Switzerland,Pfingsten,Pfingsten,,CH,1973-06-10 00:00:00
Switzerland,Pfingsten,Pfingsten,,CH,1974-06-02 00:00:00
Switzerland,Pfingsten,Pfingsten,,CH,1975-05-18 00:00:00
Switzerland,Pfingsten,Pfingsten,,CH,1976-06-06 00:00:00
Switzerland,Pfingsten,Pfingsten,,CH,1977-05-29 00:00:00
Switzerland,Auffahrt,Auffahrt,,CH,1970-05-07 00:00:00
Switzerland,Auffahrt,Auffahrt,,CH,1971-05-20 00:00:00
Switzerland,Auffahrt,Auffahrt,,CH,1972-05-11 00:00:00
Switzerland,Auffahrt,Auffahrt,,CH,1973-05-31 00:00:00
Switzerland,Auffahrt,Auffahrt,,CH,1974-05-23 00:00:00
Switzerland,Auffahrt,Auffahrt,,CH,1975-05-08 00:00:00
Switzerland,Auffahrt,Auffahrt,,CH,1976-05-27 00:00:00
Switzerland,Auffahrt,Auffahrt,,CH,1977-05-19 00:00:00
Netherlands,Koninginnedag,Koninginnedag,,NL,1970-04-30 00:00:00
Netherlands,Koninginnedag,Koninginnedag,,NL,1971-04-30 00:00:00
Netherlands,Koninginnedag,Koninginnedag,,NL,1972-05-01 00:00:00
Netherlands,Koninginnedag,Koninginnedag,,NL,1973-04-30 00:00:00
Netherlands,Koninginnedag,Koninginnedag,,NL,1974-04-30 00:00:00
Netherlands,Koninginnedag,Koninginnedag,,NL,1975-04-30 00:00:00
Netherlands,Koninginnedag,Koninginnedag,,NL,1976-04-30 00:00:00
Netherlands,Koninginnedag,Koninginnedag,,NL,1977-04-30 00:00:00
Netherlands,Nieuwjaarsdag,Nieuwjaarsdag,true,NL,1970-01-01 00:00:00
Netherlands,Goede Vrijdag,Goede Vrijdag,,NL,1970-03-27 00:00:00
Netherlands,Eerste paasdag,Eerste paasdag,,NL,1970-03-29 00:00:00
Netherlands,Hemelvaart,Hemelvaart,,NL,1970-05-07 00:00:00
Netherlands,Tweede Pinksterdag,Tweede Pinksterdag,,NL,1970-05-18 00:00:00
Netherlands,Eerste Kerstdag,Eerste Kerstdag,true,NL,1970-12-25 00:00:00
Netherlands,Goede Vrijdag,Goede Vrijdag,,NL,1971-04-09 00:00:00
Netherlands,Eerste paasdag,Eerste paasdag,,NL,1971-04-11 00:00:00
Netherlands,Tweede paasdag,Tweede paasdag,,NL,1971-04-12 00:00:00
Netherlands,Hemelvaart,Hemelvaart,,NL,1971-05-20 00:00:00
Netherlands,Eerste Pinksterdag,Eerste Pinksterdag,true,NL,1971-05-30 00:00:00
Netherlands,Tweede Pinksterdag,Tweede Pinksterdag,,NL,1971-05-31 00:00:00
Netherlands,Eerste paasdag,Eerste paasdag,,NL,1972-04-02 00:00:00
